"Site","Date","Block","Plot","N","P","Micro","K+","Point","Vertical","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,78,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,79,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,80,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,81,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,82,1,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,83,1,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,83,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,83,3,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,84,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",4,6,1,0,1,1,85,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,86,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,87,1,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",4,6,1,0,1,1,88,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,89,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",4,6,1,0,1,1,90,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",4,6,1,0,1,1,91,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,92,1,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,92,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,93,1,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,94,1,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,95,1,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",4,6,1,0,1,1,96,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,97,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,98,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,99,1,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,99,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",4,6,1,0,1,1,100,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,1,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,2,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,3,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,4,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,5,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,6,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,7,1,"CAUN2","Campanula uniflora",1,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,8,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,9,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,10,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,11,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,12,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,13,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,14,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,15,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,16,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,17,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,18,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,19,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,20,1,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,21,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,22,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,23,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,24,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,25,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,26,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,27,1,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,28,1,"LEPY2","Lewisia pygmaea",1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,28,2,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,29,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,30,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,31,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,32,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,33,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,34,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,35,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,36,1,"LEPY2","Lewisia pygmaea",1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,37,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,38,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,39,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,40,1,"MIOB2","Minuartia obtusiloba",1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,40,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,41,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,42,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,43,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,43,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,44,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,45,1,"ANAL4","Antennaria alpina",1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,46,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,47,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,48,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,49,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,49,2,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,50,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,51,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,51,2,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,51,3,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,52,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,52,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,53,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,54,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,55,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,56,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,57,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,58,1,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,59,1,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,60,1,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,60,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,61,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,62,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,63,1,"CEARS","Cerastium arvense ssp. strictum",1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,64,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,65,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,66,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,66,2,"ANAL4","Antennaria alpina",1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,67,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,68,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,69,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,69,2,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,70,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,71,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,72,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,72,2,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,73,1,"CEARS","Cerastium arvense ssp. strictum",1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,74,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,74,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,75,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,76,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,77,1,"PEPA3","Pedicularis parryi",1,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,78,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,79,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,80,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,81,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,82,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,83,1,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,84,1,"CEARS","Cerastium arvense ssp. strictum",1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,84,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,85,1,"SOMU","Solidago multiradiata",1,"SOMU","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,86,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,87,1,"PEPA3","Pedicularis parryi",1,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet","2017-07-06",4,7,1,1,0,0,88,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-06",4,7,1,1,0,0,89,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
