"LTER_site","local_site","year","date","precip","winter_adjusted","flag_1","flag_2","source_station","pvalue","rsquared","num_obs_in_regression_equation","regression_equation","raw_ppt_tot","raw_qdays","raw_flag_ppt_tot"
"NWT","SDL",2009,2009-07-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-07-22,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-07-23,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-07-24,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-07-25,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-07-26,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-07-27,7,7,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2009,2009-07-28,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-07-29,5,5,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-07-30,32,32,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,32,1,NA
"NWT","SDL",2009,2009-07-31,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-08-01,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-05,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-06,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-08-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-08,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-08-09,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-10,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-12,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-13,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-14,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-08-15,6,6,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2009,2009-08-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-20,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-22,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-23,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-08-24,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-08-25,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-28,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-08-29,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-08-30,5,5,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-08-31,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-01,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-05,3,3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-09-06,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-09-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-08,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-09,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-10,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-12,7,7,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2009,2009-09-13,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-09-14,2,2,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2009,2009-09-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-20,6,6,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2009,2009-09-21,7,7,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,7,1,NA
"NWT","SDL",2009,2009-09-22,5,5,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-09-23,4,4,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2009,2009-09-24,1,1,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-09-25,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-28,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-29,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-09-30,11,11,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2009,2009-10-01,34,13.26,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,34,1,NA
"NWT","SDL",2009,2009-10-02,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-10-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-04,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-10-05,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2009,2009-10-06,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2009,2009-10-07,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2009,2009-10-08,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2009,2009-10-09,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2009,2009-10-10,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-10-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-12,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-10-13,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-14,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2009,2009-10-15,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2009,2009-10-16,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-10-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-20,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2009,2009-10-21,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-10-22,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-10-23,15,5.85,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,15,1,NA
"NWT","SDL",2009,2009-10-24,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2009,2009-10-25,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2009,2009-10-26,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2009,2009-10-27,27,10.53,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,27,1,NA
"NWT","SDL",2009,2009-10-28,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2009,2009-10-29,15,5.85,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,15,1,NA
"NWT","SDL",2009,2009-10-30,48,18.72,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,48,1,NA
"NWT","SDL",2009,2009-10-31,29,11.31,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,29,1,NA
"NWT","SDL",2009,2009-11-01,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-02,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-05,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-06,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-07,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-08,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-09,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-10,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-12,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-13,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-11-14,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2009,2009-11-15,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-11-16,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-17,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-18,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-19,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-20,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-21,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-11-22,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2009,2009-11-23,23,8.97,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,23,1,NA
"NWT","SDL",2009,2009-11-24,12,4.68,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,12,1,NA
"NWT","SDL",2009,2009-11-25,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2009,2009-11-26,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-27,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-28,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-29,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-11-30,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-12-01,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-12-02,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-12-03,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-12-04,19,7.41,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,19,1,NA
"NWT","SDL",2009,2009-12-05,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-12-06,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-12-07,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2009,2009-12-08,52,20.28,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,52,1,NA
"NWT","SDL",2009,2009-12-09,70,27.3,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,70,1,NA
"NWT","SDL",2009,2009-12-10,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-12-11,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-12-12,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2009,2009-12-13,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2009,2009-12-14,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-12-15,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2009,2009-12-16,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2009,2009-12-17,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2009,2009-12-18,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-12-19,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-12-20,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-12-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2009,2009-12-22,5,1.95,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,5,1,NA
"NWT","SDL",2009,2009-12-23,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2009,2009-12-24,28.7,11.19,"C","B","University Camp Snotel (838)",0.181412873049265,0.132985462685842,15,"y = 1.04212009049012x + 0.334264859617432",NA,NA,NA
"NWT","SDL",2009,2009-12-25,47.3,18.45,"D","B","C1-cr23x",0.0186113239667005,0.130782846266932,42,"y = -0.294890320292881x + 1.4382982903563",NA,NA,NA
"NWT","SDL",2009,2009-12-26,0,0,"D","B","GHCNd - ESTES PARK 3 SSE, CO US",0.0350971704580184,0.203501387076446,22,"y = -0.473045867940257x + 1.68115920850684",NA,NA,NA
"NWT","SDL",2009,2009-12-27,0,0,"D","B","GHCNd - ESTES PARK 3 SSE, CO US",0.000853350520941468,0.451262116894142,21,"y = -0.699989171704956x + 2.0790475245556",NA,NA,NA
"NWT","SDL",2009,2009-12-28,0,0,"D","B","GHCNd - ESTES PARK 3 SSE, CO US",0.0054218157637371,0.35676751990153,20,"y = -0.673415473766368x + 2.17286410641839",NA,NA,NA
"NWT","SDL",2009,2009-12-29,0,0,"D","B","GHCNd - ESTES PARK 3 SSE, CO US",0.0144015977913469,0.276269219078947,21,"y = -0.600959577168212x + 2.19899203354115",76,6,NA
"NWT","SDL",2009,2009-12-30,18,7.02,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,18,1,NA
"NWT","SDL",2009,2009-12-31,28,10.92,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,28,1,NA
"NWT","SDL",2010,2010-01-01,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
"NWT","SDL",2010,2010-01-02,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2010,2010-01-03,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-05,38,14.82,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,38,1,NA
"NWT","SDL",2010,2010-01-06,27,10.53,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,27,1,NA
"NWT","SDL",2010,2010-01-07,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-01-08,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-09,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2010,2010-01-10,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-11,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-12,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-13,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2010,2010-01-14,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-16,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-01-17,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-01-18,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-01-19,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2010,2010-01-20,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2010,2010-01-21,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-22,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2010,2010-01-23,19,7.41,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,19,1,NA
"NWT","SDL",2010,2010-01-24,50,19.5,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,50,1,NA
"NWT","SDL",2010,2010-01-25,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2010,2010-01-26,13,5.07,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,13,1,NA
"NWT","SDL",2010,2010-01-27,8,3.12,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,8,1,NA
"NWT","SDL",2010,2010-01-28,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-01-29,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-30,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-01-31,10,3.9,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,10,1,NA
"NWT","SDL",2010,2010-02-01,34,13.26,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,34,1,NA
"NWT","SDL",2010,2010-02-02,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2010,2010-02-03,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-02-04,24,9.36,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,24,1,NA
"NWT","SDL",2010,2010-02-05,30,11.7,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,30,1,NA
"NWT","SDL",2010,2010-02-06,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2010,2010-02-07,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-02-08,11,4.29,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,11,1,NA
"NWT","SDL",2010,2010-02-09,2,0.78,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,2,1,NA
"NWT","SDL",2010,2010-02-10,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2010,2010-02-11,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
"NWT","SDL",2010,2010-02-12,34,13.26,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,34,1,NA
"NWT","SDL",2010,2010-02-13,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2010,2010-02-14,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-02-15,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-02-16,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2010,2010-02-17,3,1.17,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,3,1,NA
"NWT","SDL",2010,2010-02-18,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2010,2010-02-19,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2010,2010-02-20,9,3.51,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,9,1,NA
"NWT","SDL",2010,2010-02-21,6,2.34,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,6,1,NA
"NWT","SDL",2010,2010-02-22,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-02-23,14,5.46,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,14,1,NA
"NWT","SDL",2010,2010-02-24,17,6.63,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,17,1,NA
"NWT","SDL",2010,2010-02-25,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2010,2010-02-26,4,1.56,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,4,1,NA
"NWT","SDL",2010,2010-02-27,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-02-28,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-03-01,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-03-02,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-03-03,1,0.39,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,1,1,NA
"NWT","SDL",2010,2010-03-04,0,0,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,0,1,NA
"NWT","SDL",2010,2010-03-05,20,7.8,"A","A","SDL Belfort Shielded",NA,NA,NA,NA,20,1,NA
