site,yr,date,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,clean_code2,hits,simple_name,Scientific_Name_x,Common_Name,Category,Family,Family_Common_Name,Duration,Growth_Habit,simple_lifeform,simple_lifeform2
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,DROC,2,Dryas octopetala,Dryas octopetala L.,eightpetal mountain-avens,Dicot,Rosaceae,Rose family,Perennial,"Subshrub, Shrub, Forb/herb",Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,ERSI3,22,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,FEBR,3,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,GERO2,36,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,LLSE,9,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,NOFEG,0.25,Noccaea fendleri,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,ORALA,11,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,POAL2,0.25,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,POBI6,6,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,PODI2,0.25,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,POVI3,4,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,SEDES,3,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,51,NA,51,dry,snow,in snowfence area,C,C,STLO2,2,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,2BARE,4,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,2LTR,27,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,ARSC,9,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,CAOC4,2,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,CASC12,2,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,CEARS2,6,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,DECE,17,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,ERSI3,17,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,GERO2,10,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,JUNCU,1,Juncus sp.,Juncus L.,rush,Monocot,Juncaceae,Rush family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,LLSE,27,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,NOFEG,1,Noccaea fendleri,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,POAL2,0.25,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,POBI6,3,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,STLO2,2,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,TRPAP,3,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2012,NA,52,NA,52,dry,snow,in snowfence area,C,C,VILA10,1,Viola labradorica,Viola labradorica Schrank,alpine violet,Dicot,Violaceae,Violet family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,2BARE,9,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,2LTR,8,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,2RF,2,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,ARSC,1,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,CEARS2,1,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,DECE,53,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,GERO2,26,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,LLSE,1,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,53,NA,53,dry,snow,in snowfence area,N,N,SEDES,1,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,2LTR,2,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,ARSC,0.25,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,CASC12,86,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,DECE,23,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,ERSI3,3,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,FEBR,0.25,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,GERO2,17,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,SELA,1,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,54,NA,54,dry,snow,in snowfence area,N,N,TRPAP,15,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,2BARE,1,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,2LTR,23,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,ARSC,22,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,CEARS2,9,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,DECE,23,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,ERSI3,10,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,FEBR,2,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,GERO2,12,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,LLSE,2,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,NOFEG,1,Noccaea fendleri,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,ORALA,1,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,POBI6,5,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,PODI2,0.25,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,SEDES,6,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,STLO2,2,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,TRPAP,11,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2012,NA,55,NA,55,dry,snow,in snowfence area,N,N,TRSP2,2,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,2LTR,14,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,ARFEF3,2,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,ARSC,14,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,CAUN2,1,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,CEARS2,5,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,DECE,12,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,ERSI3,13,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,FEBR,2,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,GERO2,35,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,LLSE,7,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,NOFEG,2,Noccaea fendleri,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,ORALA,1,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,POAL2,5,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,POBI6,7,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,SEDES,2,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,SOSIN,1,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,STLO2,8,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,TRDA2,6,Trifolium dasyphyllum,Trifolium dasyphyllum Torr. & A. Gray,alpine clover,Dicot,Fabaceae,Pea family,Perennial,Forb/herb,N-fixer,Forb
sdl,2012,NA,56,NA,56,dry,snow,in snowfence area,N,N,TRSP2,3,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,2LTR,10,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,ARSC,9,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,CASC12,35,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,DECE,10,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,ERSI3,0.25,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,FEBR,1,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,GERO2,32,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,LLSE,4,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,ORALA,8,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,POAL2,2,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,POBI6,1,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,STLO2,2,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,TRPAP,6,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2012,NA,57,NA,57,dry,snow,in snowfence area,N+P,N+P,TRSP2,11,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,2LTR,3,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,ARSC,3,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,CASC12,67,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,CEARS2,1,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,DECE,20,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,GERO2,42,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,LLSE,2,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,ORALA,0.25,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,STLO2,3,Stellaria longipes,Stellaria longipes Goldie,longstalk starwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,TRPAP,16,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
sdl,2012,NA,58,NA,58,dry,snow,in snowfence area,N+P,N+P,TRSP2,1,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,2BARE,1,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,2LTR,5,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ARFEF3,1,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,ARSC,40,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,CEARS2,5,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
sdl,2012,NA,59,NA,59,dry,snow,in snowfence area,N+P,N+P,DECE,1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
