"spp_gains","event","year","sitekey","local_site","site","plot","rem","nut","USDA_code","USDA_name","growth_habit"
"POAGLA",9,2010,"1_CXC","Longs",1,"CXC","X","C","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,10,2011,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
NA,11,2012,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
NA,12,2013,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
"POAARC",13,2014,"1_CXC","Longs",1,"CXC","X","C","POARG","Poa arctica ssp. grayana","graminoid"
NA,14,2015,"1_CXC","Longs",1,"CXC","X","C",NA,NA,NA
NA,2,2003,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,3,2004,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
"AREFEN",4,2005,"2_CXC","Edge",2,"CXC","X","C","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,6,2007,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,7,2008,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,8,2009,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,9,2010,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,10,2011,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,11,2012,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,12,2013,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
NA,13,2014,"2_CXC","Edge",2,"CXC","X","C",NA,NA,NA
"CASOCC",14,2015,"2_CXC","Edge",2,"CXC","X","C","CAOC4","Castilleja occidentalis","forb"
NA,2,2003,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,3,2004,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
"LEWPYG",4,2005,"3_CXC","Edge",3,"CXC","X","C","LEPY2","Lewisia pygmaea","forb"
"LLOSER",4,2005,"3_CXC","Edge",3,"CXC","X","C","LLSE","Lloydia serotina","forb"
"STELON",4,2005,"3_CXC","Edge",3,"CXC","X","C","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,5,2006,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
"LUZSPI",6,2007,"3_CXC","Edge",3,"CXC","X","C","LUSP4","Luzula spicata","graminoid"
NA,7,2008,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,8,2009,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,9,2010,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,10,2011,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,11,2012,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,12,2013,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
NA,13,2014,"3_CXC","Edge",3,"CXC","X","C",NA,NA,NA
"GENAMA",14,2015,"3_CXC","Edge",3,"CXC","X","C","GEAM3","Gentianella amarella","forb"
"CARSCO",2,2003,"4_CXC","Tundra Lab",4,"CXC","X","C","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"ERISIM",3,2004,"4_CXC","Tundra Lab",4,"CXC","X","C","ERSI3","Erigeron simplex","forb"
NA,4,2005,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,5,2006,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,6,2007,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,7,2008,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,8,2009,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
"CHIJAM",9,2010,"4_CXC","Tundra Lab",4,"CXC","X","C","CHJA","Chionophila jamesii","forb"
NA,10,2011,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,11,2012,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
NA,12,2013,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
"CARHET",13,2014,"4_CXC","Tundra Lab",4,"CXC","X","C","CAHEC","Carex heteroneura var. chalciolepis","graminoid"
NA,14,2015,"4_CXC","Tundra Lab",4,"CXC","X","C",NA,NA,NA
"TRIPAR",2,2003,"5_CXC","Watershed",5,"CXC","X","C","TRPAP","Trifolium parryi ssp. parryi","forb"
NA,3,2004,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
"AREFEN",4,2005,"5_CXC","Watershed",5,"CXC","X","C","ARFE3","Arenaria fendleri","forb"
"TRISPI",4,2005,"5_CXC","Watershed",5,"CXC","X","C","TRSP2","Trisetum spicatum","graminoid"
"CALLEP",5,2006,"5_CXC","Watershed",5,"CXC","X","C","CALE4","Caltha leptosepala","forb"
NA,6,2007,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
"POAALP",7,2008,"5_CXC","Watershed",5,"CXC","X","C","POAL2","Poa alpina","graminoid"
NA,8,2009,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
NA,9,2010,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
"LEWPYG",10,2011,"5_CXC","Watershed",5,"CXC","X","C","LEPY2","Lewisia pygmaea","forb"
NA,11,2012,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
NA,12,2013,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
NA,13,2014,"5_CXC","Watershed",5,"CXC","X","C",NA,NA,NA
"CERARV",14,2015,"5_CXC","Watershed",5,"CXC","X","C","CEARS2","Cerastium arvense ssp. strictum","forb"
"GENALG",2,2003,"6_CXC","Lefty",6,"CXC","X","C","GEAL2","Gentiana algida","forb"
"LLOSER",2,2003,"6_CXC","Lefty",6,"CXC","X","C","LLSE","Lloydia serotina","forb"
"SIBPRO",2,2003,"6_CXC","Lefty",6,"CXC","X","C","SIPR","Sibbaldia procumbens","forb"
NA,3,2004,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,4,2005,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,5,2006,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
"CHIJAM",6,2007,"6_CXC","Lefty",6,"CXC","X","C","CHJA","Chionophila jamesii","forb"
"FESBRA",6,2007,"6_CXC","Lefty",6,"CXC","X","C","FEBR","Festuca brachyphylla","graminoid"
NA,7,2008,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
"CARSCO",8,2009,"6_CXC","Lefty",6,"CXC","X","C","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"POAGLA",8,2009,"6_CXC","Lefty",6,"CXC","X","C","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,9,2010,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
"TRISPI",10,2011,"6_CXC","Lefty",6,"CXC","X","C","TRSP2","Trisetum spicatum","graminoid"
NA,11,2012,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,12,2013,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,13,2014,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,14,2015,"6_CXC","Lefty",6,"CXC","X","C",NA,NA,NA
NA,2,2003,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
"STELON",3,2004,"7_CXC","Subalpine",7,"CXC","X","C","STLOL7","Stellaria longipes ssp. longipes","forb"
"CARSCO",4,2005,"7_CXC","Subalpine",7,"CXC","X","C","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"DANINT",4,2005,"7_CXC","Subalpine",7,"CXC","X","C","DAIN","Danthonia intermedia","graminoid"
"TRIPAR",4,2005,"7_CXC","Subalpine",7,"CXC","X","C","TRPAP","Trifolium parryi ssp. parryi","forb"
NA,5,2006,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
NA,6,2007,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
"ARTSCO",7,2008,"7_CXC","Subalpine",7,"CXC","X","C","ARSC","Artemisia scopulorum","forb"
NA,8,2009,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
NA,9,2010,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
NA,10,2011,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
NA,11,2012,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
NA,12,2013,"7_CXC","Subalpine",7,"CXC","X","C",NA,NA,NA
"LEWPYG",13,2014,"7_CXC","Subalpine",7,"CXC","X","C","LEPY2","Lewisia pygmaea","forb"
"CERARV",14,2015,"7_CXC","Subalpine",7,"CXC","X","C","CEARS2","Cerastium arvense ssp. strictum","forb"
"ERISIM",2,2003,"1_CXN","Longs",1,"CXN","X","N","ERSI3","Erigeron simplex","forb"
NA,3,2004,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"AREFEN",4,2005,"1_CXN","Longs",1,"CXN","X","N","ARFE3","Arenaria fendleri","forb"
"LEWPYG",5,2006,"1_CXN","Longs",1,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
"RHOINT",5,2006,"1_CXN","Longs",1,"CXN","X","N","RHIN11","Rhodiola integrifolia","forb"
"CHIJAM",6,2007,"1_CXN","Longs",1,"CXN","X","N","CHJA","Chionophila jamesii","forb"
"FESBRA",6,2007,"1_CXN","Longs",1,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
"TRISPI",6,2007,"1_CXN","Longs",1,"CXN","X","N","TRSP2","Trisetum spicatum","graminoid"
NA,7,2008,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,8,2009,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,9,2010,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,10,2011,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"POAGLA",11,2012,"1_CXN","Longs",1,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,12,2013,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"POAARC",13,2014,"1_CXN","Longs",1,"CXN","X","N","POARG","Poa arctica ssp. grayana","graminoid"
NA,14,2015,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
NA,15,2016,"1_CXN","Longs",1,"CXN","X","N",NA,NA,NA
"DRACRA2",16,2017,"1_CXN","Longs",1,"CXN","X","N","DRCR2","Draba crassifolia","forb"
"MINOBT",17,2018,"1_CXN","Longs",1,"CXN","X","N","MIOB2","Minuartia obtusiloba","forb"
NA,2,2003,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"LEWPYG",3,2004,"2_CXN","Edge",2,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
"AREFEN",4,2005,"2_CXN","Edge",2,"CXN","X","N","ARFE3","Arenaria fendleri","forb"
NA,5,2006,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,6,2007,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,7,2008,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,8,2009,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,9,2010,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,10,2011,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"FESBRA",11,2012,"2_CXN","Edge",2,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
NA,12,2013,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"CHIJAM",13,2014,"2_CXN","Edge",2,"CXN","X","N","CHJA","Chionophila jamesii","forb"
NA,14,2015,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,15,2016,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
"LLOSER",16,2017,"2_CXN","Edge",2,"CXN","X","N","LLSE","Lloydia serotina","forb"
NA,17,2018,"2_CXN","Edge",2,"CXN","X","N",NA,NA,NA
NA,2,2003,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"ERISIM",3,2004,"3_CXN","Edge",3,"CXN","X","N","ERSI3","Erigeron simplex","forb"
NA,4,2005,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,5,2006,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"FESBRA",6,2007,"3_CXN","Edge",3,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
"POAALP",6,2007,"3_CXN","Edge",3,"CXN","X","N","POAL2","Poa alpina","graminoid"
NA,7,2008,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
"BISVIV",8,2009,"3_CXN","Edge",3,"CXN","X","N","POVI3","Polygonum viviparum","forb"
NA,9,2010,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,10,2011,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,11,2012,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,12,2013,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,13,2014,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,14,2015,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,15,2016,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,16,2017,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,17,2018,"3_CXN","Edge",3,"CXN","X","N",NA,NA,NA
NA,2,2003,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"CARSCO",3,2004,"4_CXN","Tundra Lab",4,"CXN","X","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"STELON",3,2004,"4_CXN","Tundra Lab",4,"CXN","X","N","STLOL7","Stellaria longipes ssp. longipes","forb"
NA,4,2005,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"PHLALP",5,2006,"4_CXN","Tundra Lab",4,"CXN","X","N","PHAL2","Phleum alpinum","graminoid"
NA,6,2007,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,7,2008,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,8,2009,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,9,2010,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,10,2011,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,11,2012,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,12,2013,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,13,2014,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,14,2015,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
NA,15,2016,"4_CXN","Tundra Lab",4,"CXN","X","N",NA,NA,NA
"MINOBT",16,2017,"4_CXN","Tundra Lab",4,"CXN","X","N","MIOB2","Minuartia obtusiloba","forb"
"CHIJAM",17,2018,"4_CXN","Tundra Lab",4,"CXN","X","N","CHJA","Chionophila jamesii","forb"
"LLOSER",2,2003,"5_CXN","Watershed",5,"CXN","X","N","LLSE","Lloydia serotina","forb"
"CHIJAM",3,2004,"5_CXN","Watershed",5,"CXN","X","N","CHJA","Chionophila jamesii","forb"
"LEWPYG",3,2004,"5_CXN","Watershed",5,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
"RHORHO",3,2004,"5_CXN","Watershed",5,"CXN","X","N","RHRH4","Rhodiola rhodantha","forb"
"BISVIV",4,2005,"5_CXN","Watershed",5,"CXN","X","N","POVI3","Polygonum viviparum","forb"
NA,5,2006,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,6,2007,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"POAGLA",7,2008,"5_CXN","Watershed",5,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,8,2009,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,9,2010,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"FESBRA",10,2011,"5_CXN","Watershed",5,"CXN","X","N","FEBR","Festuca brachyphylla","graminoid"
NA,11,2012,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
NA,12,2013,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"LUZSPI",13,2014,"5_CXN","Watershed",5,"CXN","X","N","LUSP4","Luzula spicata","graminoid"
"CERARV",14,2015,"5_CXN","Watershed",5,"CXN","X","N","CEARS2","Cerastium arvense ssp. strictum","forb"
"STEUMB",15,2016,"5_CXN","Watershed",5,"CXN","X","N","STUM","Stellaria umbellata","forb"
"TRISPI",15,2016,"5_CXN","Watershed",5,"CXN","X","N","TRSP2","Trisetum spicatum","graminoid"
NA,16,2017,"5_CXN","Watershed",5,"CXN","X","N",NA,NA,NA
"ALLGEY",17,2018,"5_CXN","Watershed",5,"CXN","X","N","ALGE","Allium geyeri","forb"
"CARNOV",17,2018,"5_CXN","Watershed",5,"CXN","X","N","CANO3","Carex nova","graminoid"
"LLOSER",2,2003,"6_CXN","Lefty",6,"CXN","X","N","LLSE","Lloydia serotina","forb"
"BISVIV",3,2004,"6_CXN","Lefty",6,"CXN","X","N","POVI3","Polygonum viviparum","forb"
"LEWPYG",3,2004,"6_CXN","Lefty",6,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
"STELON",3,2004,"6_CXN","Lefty",6,"CXN","X","N","STLOL7","Stellaria longipes ssp. longipes","forb"
"AREFEN",4,2005,"6_CXN","Lefty",6,"CXN","X","N","ARFE3","Arenaria fendleri","forb"
"LUZSPI",4,2005,"6_CXN","Lefty",6,"CXN","X","N","LUSP4","Luzula spicata","graminoid"
"TRISPI",4,2005,"6_CXN","Lefty",6,"CXN","X","N","TRSP2","Trisetum spicatum","graminoid"
NA,5,2006,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,6,2007,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,7,2008,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"POAGLA",8,2009,"6_CXN","Lefty",6,"CXN","X","N","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,9,2010,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,10,2011,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"DANINT",11,2012,"6_CXN","Lefty",6,"CXN","X","N","DAIN","Danthonia intermedia","graminoid"
NA,12,2013,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,13,2014,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
"GENAMA",14,2015,"6_CXN","Lefty",6,"CXN","X","N","GEAM3","Gentianella amarella","forb"
NA,15,2016,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,16,2017,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,17,2018,"6_CXN","Lefty",6,"CXN","X","N",NA,NA,NA
NA,2,2003,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"STELON",3,2004,"7_CXN","Subalpine",7,"CXN","X","N","STLOL7","Stellaria longipes ssp. longipes","forb"
"DANINT",4,2005,"7_CXN","Subalpine",7,"CXN","X","N","DAIN","Danthonia intermedia","graminoid"
NA,5,2006,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,6,2007,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,7,2008,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"CARSCO",8,2009,"7_CXN","Subalpine",7,"CXN","X","N","CASCS2","Carex scopulorum var. scopulorum","graminoid"
NA,9,2010,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,10,2011,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,11,2012,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,12,2013,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,13,2014,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,14,2015,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
NA,15,2016,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"LEWPYG",16,2017,"7_CXN","Subalpine",7,"CXN","X","N","LEPY2","Lewisia pygmaea","forb"
NA,17,2018,"7_CXN","Subalpine",7,"CXN","X","N",NA,NA,NA
"RHORHO",2,2003,"1_CXX","Longs",1,"CXX","X","X","RHRH4","Rhodiola rhodantha","forb"
"POAGLA",3,2004,"1_CXX","Longs",1,"CXX","X","X","POGLR2","Poa glauca ssp. rupicola","graminoid"
"GENALG",4,2005,"1_CXX","Longs",1,"CXX","X","X","GEAL2","Gentiana algida","forb"
"STELON",5,2006,"1_CXX","Longs",1,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"FESBRA",6,2007,"1_CXX","Longs",1,"CXX","X","X","FEBR","Festuca brachyphylla","graminoid"
NA,7,2008,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,8,2009,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,9,2010,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,10,2011,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,11,2012,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
"POAALP",12,2013,"1_CXX","Longs",1,"CXX","X","X","POAL2","Poa alpina","graminoid"
NA,13,2014,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,14,2015,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,15,2016,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
NA,16,2017,"1_CXX","Longs",1,"CXX","X","X",NA,NA,NA
"SAXRHO",17,2018,"1_CXX","Longs",1,"CXX","X","X","SARH2","Saxifraga rhomboidea","forb"
"CHIJAM",2,2003,"2_CXX","Edge",2,"CXX","X","X","CHJA","Chionophila jamesii","forb"
"MERLAN",2,2003,"2_CXX","Edge",2,"CXX","X","X","MELA3","Mertensia lanceolata","forb"
"POTDIV",2,2003,"2_CXX","Edge",2,"CXX","X","X","PODI2","Potentilla diversifolia","forb"
NA,3,2004,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"AREFEN",4,2005,"2_CXX","Edge",2,"CXX","X","X","ARFE3","Arenaria fendleri","forb"
"LUZSPI",5,2006,"2_CXX","Edge",2,"CXX","X","X","LUSP4","Luzula spicata","graminoid"
"LEWPYG",6,2007,"2_CXX","Edge",2,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
NA,7,2008,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,8,2009,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,9,2010,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,10,2011,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,11,2012,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
NA,12,2013,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"POAALP",13,2014,"2_CXX","Edge",2,"CXX","X","X","POAL2","Poa alpina","graminoid"
"SWEPER",13,2014,"2_CXX","Edge",2,"CXX","X","X","SWPE","Swertia perennis","forb"
"LLOSER",14,2015,"2_CXX","Edge",2,"CXX","X","X","LLSE","Lloydia serotina","forb"
NA,15,2016,"2_CXX","Edge",2,"CXX","X","X",NA,NA,NA
"GENAMA",16,2017,"2_CXX","Edge",2,"CXX","X","X","GEAM3","Gentianella amarella","forb"
"RHOINT",16,2017,"2_CXX","Edge",2,"CXX","X","X","RHIN11","Rhodiola integrifolia","forb"
"FESBRA",17,2018,"2_CXX","Edge",2,"CXX","X","X","FEBR","Festuca brachyphylla","graminoid"
"CASOCC",2,2003,"3_CXX","Edge",3,"CXX","X","X","CAOC4","Castilleja occidentalis","forb"
NA,3,2004,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"LEWPYG",4,2005,"3_CXX","Edge",3,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
"RHOINT",4,2005,"3_CXX","Edge",3,"CXX","X","X","RHIN11","Rhodiola integrifolia","forb"
NA,5,2006,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"CHIJAM",6,2007,"3_CXX","Edge",3,"CXX","X","X","CHJA","Chionophila jamesii","forb"
"AREFEN",7,2008,"3_CXX","Edge",3,"CXX","X","X","ARFE3","Arenaria fendleri","forb"
NA,8,2009,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,9,2010,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,10,2011,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,11,2012,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,12,2013,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"LUZSPI",13,2014,"3_CXX","Edge",3,"CXX","X","X","LUSP4","Luzula spicata","graminoid"
"GENAMA",14,2015,"3_CXX","Edge",3,"CXX","X","X","GEAM3","Gentianella amarella","forb"
NA,15,2016,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,16,2017,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
NA,17,2018,"3_CXX","Edge",3,"CXX","X","X",NA,NA,NA
"CALLEP",2,2003,"4_CXX","Tundra Lab",4,"CXX","X","X","CALE4","Caltha leptosepala","forb"
"TRISPI",3,2004,"4_CXX","Tundra Lab",4,"CXX","X","X","TRSP2","Trisetum spicatum","graminoid"
"RANADO",4,2005,"4_CXX","Tundra Lab",4,"CXX","X","X","RAAD","Ranunculus adoneus","forb"
"STELON",5,2006,"4_CXX","Tundra Lab",4,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"LLOSER",6,2007,"4_CXX","Tundra Lab",4,"CXX","X","X","LLSE","Lloydia serotina","forb"
"SIBPRO",6,2007,"4_CXX","Tundra Lab",4,"CXX","X","X","SIPR","Sibbaldia procumbens","forb"
"LUZSPI",7,2008,"4_CXX","Tundra Lab",4,"CXX","X","X","LUSP4","Luzula spicata","graminoid"
NA,8,2009,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"CHIJAM",9,2010,"4_CXX","Tundra Lab",4,"CXX","X","X","CHJA","Chionophila jamesii","forb"
"FESBRA",10,2011,"4_CXX","Tundra Lab",4,"CXX","X","X","FEBR","Festuca brachyphylla","graminoid"
NA,11,2012,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,12,2013,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
"CARHET",13,2014,"4_CXX","Tundra Lab",4,"CXX","X","X","CAHEC","Carex heteroneura var. chalciolepis","graminoid"
NA,14,2015,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,15,2016,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,16,2017,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,17,2018,"4_CXX","Tundra Lab",4,"CXX","X","X",NA,NA,NA
NA,2,2003,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
"STELON",3,2004,"5_CXX","Watershed",5,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"LEWPYG",4,2005,"5_CXX","Watershed",5,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
"GENALG",5,2006,"5_CXX","Watershed",5,"CXX","X","X","GEAL2","Gentiana algida","forb"
"SIBPRO",5,2006,"5_CXX","Watershed",5,"CXX","X","X","SIPR","Sibbaldia procumbens","forb"
NA,6,2007,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,7,2008,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
