LTER_site,local_site,date,yr,mon,doy,ppt_mm,ppt_qcflag,ppt_qaflag
NWT,University Camp Snotel (838),2017-01-22,2017,1,22,3,E,U
NWT,University Camp Snotel (838),2017-01-23,2017,1,23,3,E,U
NWT,University Camp Snotel (838),2017-01-24,2017,1,24,0,E,U
NWT,University Camp Snotel (838),2017-01-25,2017,1,25,0,E,U
NWT,University Camp Snotel (838),2017-01-26,2017,1,26,0,E,U
NWT,University Camp Snotel (838),2017-01-27,2017,1,27,0,E,U
NWT,University Camp Snotel (838),2017-01-28,2017,1,28,3,E,U
NWT,University Camp Snotel (838),2017-01-29,2017,1,29,0,E,U
NWT,University Camp Snotel (838),2017-01-30,2017,1,30,0,E,U
NWT,University Camp Snotel (838),2017-01-31,2017,1,31,0,E,U
NWT,University Camp Snotel (838),2017-02-01,2017,2,32,3,E,U
NWT,University Camp Snotel (838),2017-02-02,2017,2,33,15,V,U
NWT,University Camp Snotel (838),2017-02-03,2017,2,34,3,V,U
NWT,University Camp Snotel (838),2017-02-04,2017,2,35,13,V,U
NWT,University Camp Snotel (838),2017-02-05,2017,2,36,3,V,U
NWT,University Camp Snotel (838),2017-02-06,2017,2,37,0,E,U
NWT,University Camp Snotel (838),2017-02-07,2017,2,38,23,E,U
NWT,University Camp Snotel (838),2017-02-08,2017,2,39,13,V,U
NWT,University Camp Snotel (838),2017-02-09,2017,2,40,0,V,U
NWT,University Camp Snotel (838),2017-02-10,2017,2,41,0,V,U
NWT,University Camp Snotel (838),2017-02-11,2017,2,42,5,V,U
NWT,University Camp Snotel (838),2017-02-12,2017,2,43,0,V,U
NWT,University Camp Snotel (838),2017-02-13,2017,2,44,0,V,U
NWT,University Camp Snotel (838),2017-02-14,2017,2,45,3,V,U
NWT,University Camp Snotel (838),2017-02-15,2017,2,46,3,V,U
NWT,University Camp Snotel (838),2017-02-16,2017,2,47,0,V,U
NWT,University Camp Snotel (838),2017-02-17,2017,2,48,0,V,U
NWT,University Camp Snotel (838),2017-02-18,2017,2,49,0,V,U
NWT,University Camp Snotel (838),2017-02-19,2017,2,50,0,V,U
NWT,University Camp Snotel (838),2017-02-20,2017,2,51,0,V,U
NWT,University Camp Snotel (838),2017-02-21,2017,2,52,0,V,U
NWT,University Camp Snotel (838),2017-02-22,2017,2,53,0,V,U
NWT,University Camp Snotel (838),2017-02-23,2017,2,54,5,E,U
NWT,University Camp Snotel (838),2017-02-24,2017,2,55,3,E,U
NWT,University Camp Snotel (838),2017-02-25,2017,2,56,8,E,U
NWT,University Camp Snotel (838),2017-02-26,2017,2,57,3,E,U
NWT,University Camp Snotel (838),2017-02-27,2017,2,58,5,E,U
NWT,University Camp Snotel (838),2017-02-28,2017,2,59,0,E,U
NWT,University Camp Snotel (838),2017-03-01,2017,3,60,0,E,U
NWT,University Camp Snotel (838),2017-03-02,2017,3,61,3,E,U
NWT,University Camp Snotel (838),2017-03-03,2017,3,62,0,E,U
NWT,University Camp Snotel (838),2017-03-04,2017,3,63,3,E,U
NWT,University Camp Snotel (838),2017-03-05,2017,3,64,0,E,U
NWT,University Camp Snotel (838),2017-03-06,2017,3,65,0,E,U
NWT,University Camp Snotel (838),2017-03-07,2017,3,66,8,E,U
NWT,University Camp Snotel (838),2017-03-08,2017,3,67,3,E,U
NWT,University Camp Snotel (838),2017-03-09,2017,3,68,0,E,U
NWT,University Camp Snotel (838),2017-03-10,2017,3,69,3,E,U
NWT,University Camp Snotel (838),2017-03-11,2017,3,70,0,V,U
NWT,University Camp Snotel (838),2017-03-12,2017,3,71,0,E,U
NWT,University Camp Snotel (838),2017-03-13,2017,3,72,0,E,U
NWT,University Camp Snotel (838),2017-03-14,2017,3,73,3,E,U
NWT,University Camp Snotel (838),2017-03-15,2017,3,74,0,E,U
NWT,University Camp Snotel (838),2017-03-16,2017,3,75,0,E,U
NWT,University Camp Snotel (838),2017-03-17,2017,3,76,0,E,U
NWT,University Camp Snotel (838),2017-03-18,2017,3,77,0,E,U
NWT,University Camp Snotel (838),2017-03-19,2017,3,78,0,E,U
NWT,University Camp Snotel (838),2017-03-20,2017,3,79,0,E,U
NWT,University Camp Snotel (838),2017-03-21,2017,3,80,0,E,U
NWT,University Camp Snotel (838),2017-03-22,2017,3,81,0,E,U
NWT,University Camp Snotel (838),2017-03-23,2017,3,82,0,E,U
NWT,University Camp Snotel (838),2017-03-24,2017,3,83,3,E,U
NWT,University Camp Snotel (838),2017-03-25,2017,3,84,3,E,U
NWT,University Camp Snotel (838),2017-03-26,2017,3,85,0,E,U
NWT,University Camp Snotel (838),2017-03-27,2017,3,86,3,E,U
NWT,University Camp Snotel (838),2017-03-28,2017,3,87,15,E,U
NWT,University Camp Snotel (838),2017-03-29,2017,3,88,5,E,U
NWT,University Camp Snotel (838),2017-03-30,2017,3,89,3,E,U
NWT,University Camp Snotel (838),2017-03-31,2017,3,90,5,E,U
NWT,University Camp Snotel (838),2017-04-01,2017,4,91,3,E,U
NWT,University Camp Snotel (838),2017-04-02,2017,4,92,3,E,U
NWT,University Camp Snotel (838),2017-04-03,2017,4,93,13,V,U
NWT,University Camp Snotel (838),2017-04-04,2017,4,94,23,V,U
NWT,University Camp Snotel (838),2017-04-05,2017,4,95,3,V,U
NWT,University Camp Snotel (838),2017-04-06,2017,4,96,3,V,U
NWT,University Camp Snotel (838),2017-04-07,2017,4,97,0,V,U
NWT,University Camp Snotel (838),2017-04-08,2017,4,98,3,V,U
NWT,University Camp Snotel (838),2017-04-09,2017,4,99,0,V,U
NWT,University Camp Snotel (838),2017-04-10,2017,4,100,5,V,U
NWT,University Camp Snotel (838),2017-04-11,2017,4,101,0,V,U
NWT,University Camp Snotel (838),2017-04-12,2017,4,102,0,V,U
NWT,University Camp Snotel (838),2017-04-13,2017,4,103,0,E,U
NWT,University Camp Snotel (838),2017-04-14,2017,4,104,0,E,U
NWT,University Camp Snotel (838),2017-04-15,2017,4,105,0,E,U
NWT,University Camp Snotel (838),2017-04-16,2017,4,106,0,E,U
NWT,University Camp Snotel (838),2017-04-17,2017,4,107,0,E,U
NWT,University Camp Snotel (838),2017-04-18,2017,4,108,0,V,U
NWT,University Camp Snotel (838),2017-04-19,2017,4,109,8,V,U
NWT,University Camp Snotel (838),2017-04-20,2017,4,110,5,V,U
NWT,University Camp Snotel (838),2017-04-21,2017,4,111,10,V,U
NWT,University Camp Snotel (838),2017-04-22,2017,4,112,0,V,U
NWT,University Camp Snotel (838),2017-04-23,2017,4,113,3,V,U
NWT,University Camp Snotel (838),2017-04-24,2017,4,114,3,V,U
NWT,University Camp Snotel (838),2017-04-25,2017,4,115,5,V,U
NWT,University Camp Snotel (838),2017-04-26,2017,4,116,3,V,U
NWT,University Camp Snotel (838),2017-04-27,2017,4,117,10,V,U
NWT,University Camp Snotel (838),2017-04-28,2017,4,118,0,V,U
NWT,University Camp Snotel (838),2017-04-29,2017,4,119,15,V,U
NWT,University Camp Snotel (838),2017-04-30,2017,4,120,5,V,U
NWT,University Camp Snotel (838),2017-05-01,2017,5,121,5,V,U
NWT,University Camp Snotel (838),2017-05-02,2017,5,122,3,V,U
NWT,University Camp Snotel (838),2017-05-03,2017,5,123,5,V,U
NWT,University Camp Snotel (838),2017-05-04,2017,5,124,3,V,U
NWT,University Camp Snotel (838),2017-05-05,2017,5,125,0,V,U
NWT,University Camp Snotel (838),2017-05-06,2017,5,126,0,V,U
NWT,University Camp Snotel (838),2017-05-07,2017,5,127,3,V,U
NWT,University Camp Snotel (838),2017-05-08,2017,5,128,10,V,U
NWT,University Camp Snotel (838),2017-05-09,2017,5,129,5,V,U
NWT,University Camp Snotel (838),2017-05-10,2017,5,130,8,V,U
NWT,University Camp Snotel (838),2017-05-11,2017,5,131,8,V,U
NWT,University Camp Snotel (838),2017-05-12,2017,5,132,3,V,U
NWT,University Camp Snotel (838),2017-05-13,2017,5,133,0,V,U
NWT,University Camp Snotel (838),2017-05-14,2017,5,134,0,E,U
NWT,University Camp Snotel (838),2017-05-15,2017,5,135,0,E,U
NWT,University Camp Snotel (838),2017-05-16,2017,5,136,0,E,U
NWT,University Camp Snotel (838),2017-05-17,2017,5,137,5,E,U
NWT,University Camp Snotel (838),2017-05-18,2017,5,138,48,V,U
NWT,University Camp Snotel (838),2017-05-19,2017,5,139,8,V,U
NWT,University Camp Snotel (838),2017-05-20,2017,5,140,8,V,U
NWT,University Camp Snotel (838),2017-05-21,2017,5,141,5,V,U
NWT,University Camp Snotel (838),2017-05-22,2017,5,142,5,V,U
NWT,University Camp Snotel (838),2017-05-23,2017,5,143,8,V,U
NWT,University Camp Snotel (838),2017-05-24,2017,5,144,0,V,U
NWT,University Camp Snotel (838),2017-05-25,2017,5,145,3,V,U
NWT,University Camp Snotel (838),2017-05-26,2017,5,146,8,V,U
NWT,University Camp Snotel (838),2017-05-27,2017,5,147,3,V,U
NWT,University Camp Snotel (838),2017-05-28,2017,5,148,5,V,U
NWT,University Camp Snotel (838),2017-05-29,2017,5,149,0,V,U
NWT,University Camp Snotel (838),2017-05-30,2017,5,150,3,V,U
NWT,University Camp Snotel (838),2017-05-31,2017,5,151,0,V,U
NWT,University Camp Snotel (838),2017-06-01,2017,6,152,0,V,U
NWT,University Camp Snotel (838),2017-06-02,2017,6,153,0,V,U
NWT,University Camp Snotel (838),2017-06-03,2017,6,154,0,V,U
NWT,University Camp Snotel (838),2017-06-04,2017,6,155,3,V,U
NWT,University Camp Snotel (838),2017-06-05,2017,6,156,0,V,U
NWT,University Camp Snotel (838),2017-06-06,2017,6,157,0,V,U
NWT,University Camp Snotel (838),2017-06-07,2017,6,158,3,E,U
NWT,University Camp Snotel (838),2017-06-08,2017,6,159,0,E,U
NWT,University Camp Snotel (838),2017-06-09,2017,6,160,0,E,U
NWT,University Camp Snotel (838),2017-06-10,2017,6,161,0,V,U
NWT,University Camp Snotel (838),2017-06-11,2017,6,162,0,V,U
NWT,University Camp Snotel (838),2017-06-12,2017,6,163,0,V,U
NWT,University Camp Snotel (838),2017-06-13,2017,6,164,0,E,U
NWT,University Camp Snotel (838),2017-06-14,2017,6,165,0,E,U
NWT,University Camp Snotel (838),2017-06-15,2017,6,166,0,V,U
NWT,University Camp Snotel (838),2017-06-16,2017,6,167,0,E,U
NWT,University Camp Snotel (838),2017-06-17,2017,6,168,0,E,U
NWT,University Camp Snotel (838),2017-06-18,2017,6,169,0,E,U
NWT,University Camp Snotel (838),2017-06-19,2017,6,170,0,E,U
NWT,University Camp Snotel (838),2017-06-20,2017,6,171,0,E,U
NWT,University Camp Snotel (838),2017-06-21,2017,6,172,0,E,U
NWT,University Camp Snotel (838),2017-06-22,2017,6,173,0,E,U
NWT,University Camp Snotel (838),2017-06-23,2017,6,174,0,E,U
NWT,University Camp Snotel (838),2017-06-24,2017,6,175,0,E,U
NWT,University Camp Snotel (838),2017-06-25,2017,6,176,0,E,U
NWT,University Camp Snotel (838),2017-06-26,2017,6,177,0,E,U
NWT,University Camp Snotel (838),2017-06-27,2017,6,178,0,E,U
NWT,University Camp Snotel (838),2017-06-28,2017,6,179,0,E,U
NWT,University Camp Snotel (838),2017-06-29,2017,6,180,0,E,U
NWT,University Camp Snotel (838),2017-06-30,2017,6,181,0,E,U
NWT,University Camp Snotel (838),2017-07-01,2017,7,182,0,E,U
NWT,University Camp Snotel (838),2017-07-02,2017,7,183,0,E,U
NWT,University Camp Snotel (838),2017-07-03,2017,7,184,0,E,U
NWT,University Camp Snotel (838),2017-07-04,2017,7,185,0,E,U
NWT,University Camp Snotel (838),2017-07-05,2017,7,186,0,E,U
NWT,University Camp Snotel (838),2017-07-06,2017,7,187,0,E,U
NWT,University Camp Snotel (838),2017-07-07,2017,7,188,0,E,U
NWT,University Camp Snotel (838),2017-07-08,2017,7,189,0,E,U
NWT,University Camp Snotel (838),2017-07-09,2017,7,190,0,E,U
NWT,University Camp Snotel (838),2017-07-10,2017,7,191,0,E,U
NWT,University Camp Snotel (838),2017-07-11,2017,7,192,0,E,U
NWT,University Camp Snotel (838),2017-07-12,2017,7,193,0,E,U
NWT,University Camp Snotel (838),2017-07-13,2017,7,194,8,E,U
NWT,University Camp Snotel (838),2017-07-14,2017,7,195,0,E,U
NWT,University Camp Snotel (838),2017-07-15,2017,7,196,0,E,U
NWT,University Camp Snotel (838),2017-07-16,2017,7,197,0,E,U
NWT,University Camp Snotel (838),2017-07-17,2017,7,198,0,E,U
NWT,University Camp Snotel (838),2017-07-18,2017,7,199,0,E,U
NWT,University Camp Snotel (838),2017-07-19,2017,7,200,0,E,U
NWT,University Camp Snotel (838),2017-07-20,2017,7,201,0,E,U
NWT,University Camp Snotel (838),2017-07-21,2017,7,202,0,E,U
NWT,University Camp Snotel (838),2017-07-22,2017,7,203,3,E,U
NWT,University Camp Snotel (838),2017-07-23,2017,7,204,3,E,U
NWT,University Camp Snotel (838),2017-07-24,2017,7,205,0,E,U
NWT,University Camp Snotel (838),2017-07-25,2017,7,206,0,E,U
NWT,University Camp Snotel (838),2017-07-26,2017,7,207,3,E,U
NWT,University Camp Snotel (838),2017-07-27,2017,7,208,3,E,U
NWT,University Camp Snotel (838),2017-07-28,2017,7,209,0,E,U
NWT,University Camp Snotel (838),2017-07-29,2017,7,210,0,E,U
NWT,University Camp Snotel (838),2017-07-30,2017,7,211,5,V,U
NWT,University Camp Snotel (838),2017-07-31,2017,7,212,3,V,U
NWT,University Camp Snotel (838),2017-08-01,2017,8,213,0,V,U
NWT,University Camp Snotel (838),2017-08-02,2017,8,214,3,V,U
NWT,University Camp Snotel (838),2017-08-03,2017,8,215,0,V,U
NWT,University Camp Snotel (838),2017-08-04,2017,8,216,3,V,U
NWT,University Camp Snotel (838),2017-08-05,2017,8,217,0,V,U
NWT,University Camp Snotel (838),2017-08-06,2017,8,218,0,V,U
NWT,University Camp Snotel (838),2017-08-07,2017,8,219,18,V,U
NWT,University Camp Snotel (838),2017-08-08,2017,8,220,3,E,U
NWT,University Camp Snotel (838),2017-08-09,2017,8,221,3,E,U
NWT,University Camp Snotel (838),2017-08-10,2017,8,222,3,V,U
NWT,University Camp Snotel (838),2017-08-11,2017,8,223,0,V,U
NWT,University Camp Snotel (838),2017-08-12,2017,8,224,0,V,U
NWT,University Camp Snotel (838),2017-08-13,2017,8,225,3,V,U
NWT,University Camp Snotel (838),2017-08-14,2017,8,226,5,V,U
NWT,University Camp Snotel (838),2017-08-15,2017,8,227,0,E,U
NWT,University Camp Snotel (838),2017-08-16,2017,8,228,0,E,U
NWT,University Camp Snotel (838),2017-08-17,2017,8,229,0,E,U
NWT,University Camp Snotel (838),2017-08-18,2017,8,230,0,V,U
NWT,University Camp Snotel (838),2017-08-19,2017,8,231,0,V,U
NWT,University Camp Snotel (838),2017-08-20,2017,8,232,0,V,U
NWT,University Camp Snotel (838),2017-08-21,2017,8,233,0,V,U
NWT,University Camp Snotel (838),2017-08-22,2017,8,234,10,V,U
NWT,University Camp Snotel (838),2017-08-23,2017,8,235,3,V,U
NWT,University Camp Snotel (838),2017-08-24,2017,8,236,3,E,U
NWT,University Camp Snotel (838),2017-08-25,2017,8,237,0,E,U
NWT,University Camp Snotel (838),2017-08-26,2017,8,238,0,V,U
NWT,University Camp Snotel (838),2017-08-27,2017,8,239,0,V,U
NWT,University Camp Snotel (838),2017-08-28,2017,8,240,0,V,U
NWT,University Camp Snotel (838),2017-08-29,2017,8,241,0,V,U
NWT,University Camp Snotel (838),2017-08-30,2017,8,242,0,V,U
NWT,University Camp Snotel (838),2017-08-31,2017,8,243,3,V,U
NWT,University Camp Snotel (838),2017-09-01,2017,9,244,0,V,U
NWT,University Camp Snotel (838),2017-09-02,2017,9,245,0,V,U
NWT,University Camp Snotel (838),2017-09-03,2017,9,246,0,V,U
NWT,University Camp Snotel (838),2017-09-04,2017,9,247,0,V,U
NWT,University Camp Snotel (838),2017-09-05,2017,9,248,0,V,U
NWT,University Camp Snotel (838),2017-09-06,2017,9,249,0,V,U
NWT,University Camp Snotel (838),2017-09-07,2017,9,250,0,V,U
NWT,University Camp Snotel (838),2017-09-08,2017,9,251,3,V,U
NWT,University Camp Snotel (838),2017-09-09,2017,9,252,0,V,U
NWT,University Camp Snotel (838),2017-09-10,2017,9,253,0,V,U
NWT,University Camp Snotel (838),2017-09-11,2017,9,254,0,V,U
NWT,University Camp Snotel (838),2017-09-12,2017,9,255,0,E,U
NWT,University Camp Snotel (838),2017-09-13,2017,9,256,0,E,U
NWT,University Camp Snotel (838),2017-09-14,2017,9,257,0,V,U
NWT,University Camp Snotel (838),2017-09-15,2017,9,258,3,V,U
NWT,University Camp Snotel (838),2017-09-16,2017,9,259,0,V,U
NWT,University Camp Snotel (838),2017-09-17,2017,9,260,5,V,U
NWT,University Camp Snotel (838),2017-09-18,2017,9,261,0,V,U
NWT,University Camp Snotel (838),2017-09-19,2017,9,262,0,V,U
NWT,University Camp Snotel (838),2017-09-20,2017,9,263,0,V,U
NWT,University Camp Snotel (838),2017-09-21,2017,9,264,0,E,U
NWT,University Camp Snotel (838),2017-09-22,2017,9,265,0,E,U
NWT,University Camp Snotel (838),2017-09-23,2017,9,266,5,E,U
NWT,University Camp Snotel (838),2017-09-24,2017,9,267,13,V,U
NWT,University Camp Snotel (838),2017-09-25,2017,9,268,3,V,U
NWT,University Camp Snotel (838),2017-09-26,2017,9,269,3,V,U
NWT,University Camp Snotel (838),2017-09-27,2017,9,270,3,V,U
NWT,University Camp Snotel (838),2017-09-28,2017,9,271,15,V,U
NWT,University Camp Snotel (838),2017-09-29,2017,9,272,0,V,U
NWT,University Camp Snotel (838),2017-09-30,2017,9,273,3,V,U
NWT,University Camp Snotel (838),2017-10-01,2017,10,274,25,V,U
NWT,University Camp Snotel (838),2017-10-02,2017,10,275,15,V,U
NWT,University Camp Snotel (838),2017-10-03,2017,10,276,0,V,U
NWT,University Camp Snotel (838),2017-10-04,2017,10,277,0,V,U
NWT,University Camp Snotel (838),2017-10-05,2017,10,278,0,V,U
NWT,University Camp Snotel (838),2017-10-06,2017,10,279,3,V,U
NWT,University Camp Snotel (838),2017-10-07,2017,10,280,0,V,U
NWT,University Camp Snotel (838),2017-10-08,2017,10,281,3,V,U
NWT,University Camp Snotel (838),2017-10-09,2017,10,282,8,V,U
NWT,University Camp Snotel (838),2017-10-10,2017,10,283,5,V,U
NWT,University Camp Snotel (838),2017-10-11,2017,10,284,0,E,U
NWT,University Camp Snotel (838),2017-10-12,2017,10,285,0,E,U
NWT,University Camp Snotel (838),2017-10-13,2017,10,286,0,V,U
NWT,University Camp Snotel (838),2017-10-14,2017,10,287,0,E,U
NWT,University Camp Snotel (838),2017-10-15,2017,10,288,0,E,U
NWT,University Camp Snotel (838),2017-10-16,2017,10,289,0,V,U
NWT,University Camp Snotel (838),2017-10-17,2017,10,290,0,V,U
NWT,University Camp Snotel (838),2017-10-18,2017,10,291,0,E,U
NWT,University Camp Snotel (838),2017-10-19,2017,10,292,0,E,U
NWT,University Camp Snotel (838),2017-10-20,2017,10,293,0,V,U
NWT,University Camp Snotel (838),2017-10-21,2017,10,294,0,V,U
NWT,University Camp Snotel (838),2017-10-22,2017,10,295,3,V,U
NWT,University Camp Snotel (838),2017-10-23,2017,10,296,0,E,U
NWT,University Camp Snotel (838),2017-10-24,2017,10,297,0,E,U
NWT,University Camp Snotel (838),2017-10-25,2017,10,298,0,V,U
NWT,University Camp Snotel (838),2017-10-26,2017,10,299,0,V,U
NWT,University Camp Snotel (838),2017-10-27,2017,10,300,3,V,U
NWT,University Camp Snotel (838),2017-10-28,2017,10,301,0,V,U
NWT,University Camp Snotel (838),2017-10-29,2017,10,302,0,V,U
NWT,University Camp Snotel (838),2017-10-30,2017,10,303,0,V,U
NWT,University Camp Snotel (838),2017-10-31,2017,10,304,8,V,U
NWT,University Camp Snotel (838),2017-11-01,2017,11,305,0,E,U
NWT,University Camp Snotel (838),2017-11-02,2017,11,306,0,E,U
NWT,University Camp Snotel (838),2017-11-03,2017,11,307,0,V,U
NWT,University Camp Snotel (838),2017-11-04,2017,11,308,3,V,U
NWT,University Camp Snotel (838),2017-11-05,2017,11,309,15,V,U
NWT,University Camp Snotel (838),2017-11-06,2017,11,310,5,V,U
NWT,University Camp Snotel (838),2017-11-07,2017,11,311,10,V,U
NWT,University Camp Snotel (838),2017-11-08,2017,11,312,5,V,U
NWT,University Camp Snotel (838),2017-11-09,2017,11,313,0,V,U
NWT,University Camp Snotel (838),2017-11-10,2017,11,314,0,V,U
NWT,University Camp Snotel (838),2017-11-11,2017,11,315,0,E,U
NWT,University Camp Snotel (838),2017-11-12,2017,11,316,0,E,U
NWT,University Camp Snotel (838),2017-11-13,2017,11,317,0,V,U
NWT,University Camp Snotel (838),2017-11-14,2017,11,318,0,V,U
NWT,University Camp Snotel (838),2017-11-15,2017,11,319,0,V,U
NWT,University Camp Snotel (838),2017-11-16,2017,11,320,0,V,U
NWT,University Camp Snotel (838),2017-11-17,2017,11,321,10,V,U
NWT,University Camp Snotel (838),2017-11-18,2017,11,322,5,V,U
NWT,University Camp Snotel (838),2017-11-19,2017,11,323,3,V,U
NWT,University Camp Snotel (838),2017-11-20,2017,11,324,0,V,U
NWT,University Camp Snotel (838),2017-11-21,2017,11,325,8,V,U
NWT,University Camp Snotel (838),2017-11-22,2017,11,326,3,V,U
NWT,University Camp Snotel (838),2017-11-23,2017,11,327,0,V,U
NWT,University Camp Snotel (838),2017-11-24,2017,11,328,0,V,U
NWT,University Camp Snotel (838),2017-11-25,2017,11,329,0,E,U
NWT,University Camp Snotel (838),2017-11-26,2017,11,330,0,E,U
NWT,University Camp Snotel (838),2017-11-27,2017,11,331,0,E,U
NWT,University Camp Snotel (838),2017-11-28,2017,11,332,0,V,U
NWT,University Camp Snotel (838),2017-11-29,2017,11,333,0,V,U
NWT,University Camp Snotel (838),2017-11-30,2017,11,334,3,V,U
NWT,University Camp Snotel (838),2017-12-01,2017,12,335,0,V,U
NWT,University Camp Snotel (838),2017-12-02,2017,12,336,0,V,U
NWT,University Camp Snotel (838),2017-12-03,2017,12,337,0,V,U
NWT,University Camp Snotel (838),2017-12-04,2017,12,338,3,V,U
NWT,University Camp Snotel (838),2017-12-05,2017,12,339,3,V,U
NWT,University Camp Snotel (838),2017-12-06,2017,12,340,0,E,U
NWT,University Camp Snotel (838),2017-12-07,2017,12,341,3,E,U
NWT,University Camp Snotel (838),2017-12-08,2017,12,342,0,V,U
NWT,University Camp Snotel (838),2017-12-09,2017,12,343,0,V,U
NWT,University Camp Snotel (838),2017-12-10,2017,12,344,3,V,U
NWT,University Camp Snotel (838),2017-12-11,2017,12,345,0,V,U
NWT,University Camp Snotel (838),2017-12-12,2017,12,346,0,V,U
NWT,University Camp Snotel (838),2017-12-13,2017,12,347,0,V,U
NWT,University Camp Snotel (838),2017-12-14,2017,12,348,5,V,U
NWT,University Camp Snotel (838),2017-12-15,2017,12,349,0,E,U
NWT,University Camp Snotel (838),2017-12-16,2017,12,350,0,E,U
NWT,University Camp Snotel (838),2017-12-17,2017,12,351,0,E,U
NWT,University Camp Snotel (838),2017-12-18,2017,12,352,3,V,U
NWT,University Camp Snotel (838),2017-12-19,2017,12,353,0,V,U
NWT,University Camp Snotel (838),2017-12-20,2017,12,354,0,E,U
NWT,University Camp Snotel (838),2017-12-21,2017,12,355,0,E,U
NWT,University Camp Snotel (838),2017-12-22,2017,12,356,3,V,U
NWT,University Camp Snotel (838),2017-12-23,2017,12,357,18,V,U
NWT,University Camp Snotel (838),2017-12-24,2017,12,358,8,V,U
NWT,University Camp Snotel (838),2017-12-25,2017,12,359,28,V,U
NWT,University Camp Snotel (838),2017-12-26,2017,12,360,5,V,U
NWT,University Camp Snotel (838),2017-12-27,2017,12,361,3,V,U
NWT,University Camp Snotel (838),2017-12-28,2017,12,362,0,V,U
NWT,University Camp Snotel (838),2017-12-29,2017,12,363,0,V,U
NWT,University Camp Snotel (838),2017-12-30,2017,12,364,0,V,U
NWT,University Camp Snotel (838),2017-12-31,2017,12,365,3,V,U
NWT,University Camp Snotel (838),2018-01-01,2018,1,1,0,V,U
NWT,University Camp Snotel (838),2018-01-02,2018,1,2,0,V,U
NWT,University Camp Snotel (838),2018-01-03,2018,1,3,3,V,U
NWT,University Camp Snotel (838),2018-01-04,2018,1,4,0,V,U
NWT,University Camp Snotel (838),2018-01-05,2018,1,5,0,V,U
NWT,University Camp Snotel (838),2018-01-06,2018,1,6,0,V,U
NWT,University Camp Snotel (838),2018-01-07,2018,1,7,5,V,U
NWT,University Camp Snotel (838),2018-01-08,2018,1,8,0,V,U
NWT,University Camp Snotel (838),2018-01-09,2018,1,9,0,V,U
NWT,University Camp Snotel (838),2018-01-10,2018,1,10,5,V,U
NWT,University Camp Snotel (838),2018-01-11,2018,1,11,3,V,U
NWT,University Camp Snotel (838),2018-01-12,2018,1,12,13,V,U
NWT,University Camp Snotel (838),2018-01-13,2018,1,13,5,V,U
NWT,University Camp Snotel (838),2018-01-14,2018,1,14,3,V,U
NWT,University Camp Snotel (838),2018-01-15,2018,1,15,0,E,U
NWT,University Camp Snotel (838),2018-01-16,2018,1,16,0,E,U
NWT,University Camp Snotel (838),2018-01-17,2018,1,17,3,V,U
NWT,University Camp Snotel (838),2018-01-18,2018,1,18,0,V,U
NWT,University Camp Snotel (838),2018-01-19,2018,1,19,0,V,U
NWT,University Camp Snotel (838),2018-01-20,2018,1,20,0,V,U
NWT,University Camp Snotel (838),2018-01-21,2018,1,21,5,V,U
NWT,University Camp Snotel (838),2018-01-22,2018,1,22,3,V,U
NWT,University Camp Snotel (838),2018-01-23,2018,1,23,3,V,U
NWT,University Camp Snotel (838),2018-01-24,2018,1,24,3,V,U
NWT,University Camp Snotel (838),2018-01-25,2018,1,25,0,V,U
NWT,University Camp Snotel (838),2018-01-26,2018,1,26,0,V,U
NWT,University Camp Snotel (838),2018-01-27,2018,1,27,5,V,U
NWT,University Camp Snotel (838),2018-01-28,2018,1,28,0,V,U
NWT,University Camp Snotel (838),2018-01-29,2018,1,29,3,V,U
NWT,University Camp Snotel (838),2018-01-30,2018,1,30,0,V,U
NWT,University Camp Snotel (838),2018-01-31,2018,1,31,0,V,U
NWT,University Camp Snotel (838),2018-02-01,2018,2,32,20,V,U
NWT,University Camp Snotel (838),2018-02-02,2018,2,33,0,V,U
NWT,University Camp Snotel (838),2018-02-03,2018,2,34,8,V,U
NWT,University Camp Snotel (838),2018-02-04,2018,2,35,8,V,U
NWT,University Camp Snotel (838),2018-02-05,2018,2,36,18,V,U
NWT,University Camp Snotel (838),2018-02-06,2018,2,37,0,V,U
NWT,University Camp Snotel (838),2018-02-07,2018,2,38,3,V,U
NWT,University Camp Snotel (838),2018-02-08,2018,2,39,0,V,U
NWT,University Camp Snotel (838),2018-02-09,2018,2,40,10,V,U
NWT,University Camp Snotel (838),2018-02-10,2018,2,41,13,V,U
NWT,University Camp Snotel (838),2018-02-11,2018,2,42,0,V,U
NWT,University Camp Snotel (838),2018-02-12,2018,2,43,8,V,U
NWT,University Camp Snotel (838),2018-02-13,2018,2,44,3,V,U
NWT,University Camp Snotel (838),2018-02-14,2018,2,45,3,V,U
NWT,University Camp Snotel (838),2018-02-15,2018,2,46,0,V,U
NWT,University Camp Snotel (838),2018-02-16,2018,2,47,5,V,U
NWT,University Camp Snotel (838),2018-02-17,2018,2,48,3,V,U
NWT,University Camp Snotel (838),2018-02-18,2018,2,49,0,V,U
NWT,University Camp Snotel (838),2018-02-19,2018,2,50,0,V,U
NWT,University Camp Snotel (838),2018-02-20,2018,2,51,0,E,U
NWT,University Camp Snotel (838),2018-02-21,2018,2,52,0,E,U
NWT,University Camp Snotel (838),2018-02-22,2018,2,53,0,V,U
NWT,University Camp Snotel (838),2018-02-23,2018,2,54,8,V,U
