site,yr,plot,snow,snow_notes,meadow,trt,point,hit,clean_code2,simple_name,Common_Name,Category,Family,Growth_Habit,fxnl_grp,nutnet_grp
SDL,2016,79,snow,snowfence recovery,mesic,P,90,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,90,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,91,1,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,92,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,93,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,93,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,94,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,95,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,95,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,96,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,96,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,97,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,97,2,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,98,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,99,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,99,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,79,snow,snowfence recovery,mesic,P,100,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,79,snow,snowfence recovery,mesic,P,100,2,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,1,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,2,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,3,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,3,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,4,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,5,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,6,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,7,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,7,2,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,8,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,9,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,9,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,10,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,11,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,12,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,13,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,14,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,15,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,16,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,17,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,18,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,18,2,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,19,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,20,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,21,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,21,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,22,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,22,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,23,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,24,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,25,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,26,1,ANSE4,Androsace septentrionalis,pygmyflower rockjasmine,Dicot,Primulaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,27,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,28,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,29,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,30,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,31,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,32,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,33,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,34,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,35,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,36,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,37,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,38,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,39,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,40,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,41,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,42,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,43,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,44,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,45,1,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,45,2,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,46,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,47,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,48,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,49,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,50,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,51,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,52,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,53,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,54,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,55,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,56,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,56,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,57,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,58,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,59,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,59,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,59,3,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,60,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,60,2,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,61,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,62,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,80,snow,in snowfence area,mesic,P,63,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,63,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,64,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,65,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,66,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,67,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,68,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,69,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,69,2,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,70,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,70,2,ANSE4,Androsace septentrionalis,pygmyflower rockjasmine,Dicot,Primulaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,71,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,72,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,72,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,73,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,73,2,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,74,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,74,2,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,75,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,76,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,77,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,77,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,78,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,78,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,79,1,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,80,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,81,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,82,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,83,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,84,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,85,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,85,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,86,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,86,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,87,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,87,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,88,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,88,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,89,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,90,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,91,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,92,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,92,2,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,93,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,93,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,94,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,94,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,95,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,96,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,96,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,97,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,98,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,99,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,80,snow,in snowfence area,mesic,P,99,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,80,snow,in snowfence area,mesic,P,100,1,DECE,Deschampsia cespitosa,tufted hairgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,1,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,1,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,1,3,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,2,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,3,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,3,2,POAL2,Poa alpina,alpine bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,4,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,4,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,5,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,81,snow,snowfence recovery,mesic,C,6,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,7,1,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,7,2,RHIN11,Rhodiola integrifolia,ledge stonecrop,Dicot,Crassulaceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,8,1,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,9,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,9,2,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,10,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,11,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,11,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,12,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,81,snow,snowfence recovery,mesic,C,13,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,13,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,14,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,14,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,15,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,15,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,16,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,16,2,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,17,1,AGME3,Agrostis mertensii,northern bentgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,81,snow,snowfence recovery,mesic,C,18,1,TRPAP,Trifolium parryi,Parry's clover,Dicot,Fabaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,18,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,81,snow,snowfence recovery,mesic,C,19,1,ARSC,Artemisia scopulorum,alpine sagebrush,Dicot,Asteraceae,Forb/herb,Forb,Forb
