"Site","Yr","Date","Plot","Meadow","Snow","SnowNotes","Trt","USDA_Symbol","Hits","SimpleName","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","NOFEG",2,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","ORALA",9,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","POAL2",4,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","POBI6",4,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","PODI2",0.25,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","POVI3",3,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","SARH2",2,"Saxifraga rhomboidea","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","SEDES",2,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","SIACS2",1,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","STLO2",2,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","TRPAP",12,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,49,"DM","snow","in snowfence area","CC","VILA10",0.25,"Viola labradorica","Viola labradorica Schrank","alpine violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","2LTR",8,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","ARFEF3",0.25,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","ARSC",8,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","CAOC4",3,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","DECE",52,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","FEBR",1,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","GERO2",39,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","LLSE",4,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","ORALA",1,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","POVI3",4,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","STLO2",0.25,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,50,"DM","snow","in snowfence area","CC","TRPAP",12,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","2LTR",13,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","ARSC",10,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","CAOC4",0.25,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","CEARS2",3,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","DECE",26,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","DROC",2,"Dryas octopetala","Dryas octopetala L.","eightpetal mountain-avens","Dicot","Rosaceae","Rose family","Perennial","Subshrub, Shrub, Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","ERSI3",22,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","FEBR",3,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","GERO2",36,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","LLSE",9,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","ORALA",11,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","POAL2",0.25,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","POBI6",6,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","PODI2",0.25,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","POVI3",4,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","SEDES",3,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,51,"DM","snow","in snowfence area","CC","STLO2",2,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","2BARE",4,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","2LTR",27,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","ARSC",9,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","CAOC4",2,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","CASC12",2,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","CEARS2",6,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","DECE",17,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","ERSI3",17,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","GERO2",10,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","JUNCU",1,"Juncus sp.","Juncus L.","rush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","LLSE",27,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","POAL2",0.25,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","STLO2",2,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","TRPAP",3,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,52,"DM","snow","in snowfence area","CC","VILA10",1,"Viola labradorica","Viola labradorica Schrank","alpine violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","2BARE",9,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","2LTR",8,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","2RF",2,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","ARSC",1,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","CEARS2",1,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","DECE",53,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","GERO2",26,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,53,"DM","snow","in snowfence area","NN","SEDES",1,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","2LTR",2,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","ARSC",0.25,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","CASC12",86,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","DECE",23,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","FEBR",0.25,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","GERO2",17,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","SELA",1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2012,NA,54,"DM","snow","in snowfence area","NN","TRPAP",15,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","2BARE",1,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","2LTR",23,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","ARSC",22,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","CEARS2",9,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","DECE",23,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","ERSI3",10,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","FEBR",2,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","GERO2",12,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","ORALA",1,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","PODI2",0.25,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","SEDES",6,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","STLO2",2,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","TRPAP",11,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,55,"DM","snow","in snowfence area","NN","TRSP2",2,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","2LTR",14,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","ARSC",14,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","CAUN2",1,"Campanula uniflora","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","CEARS2",5,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","DECE",12,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","ERSI3",13,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","FEBR",2,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","GERO2",35,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","LLSE",7,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","NOFEG",2,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","ORALA",1,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","POAL2",5,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","SEDES",2,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","SOSIN",1,"Solidago simplex","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","STLO2",8,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2012,NA,56,"DM","snow","in snowfence area","NN","TRSP2",3,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","2LTR",10,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","ARSC",9,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","CASC12",35,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","DECE",10,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","ERSI3",0.25,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","FEBR",1,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","GERO2",32,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","LLSE",4,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","ORALA",8,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","POAL2",2,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2012,NA,57,"DM","snow","in snowfence area","NP","POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
