"Site","Date","Block","Plot","N","P","Micro","K+","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet",2013-08-01,3,10,1,1,1,0,"TRSP2","Trisetum spicatum",19,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,3,10,1,1,1,0,"VIOLET","Viola spp",2,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"2LICHN","Lichen",2,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"2LTR","Litter",20,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"ALGE","Allium geyeri",6,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"ARFEF3","Arenaria fendleri var. fendleri",4,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"CAPU","Calamagrostis purpurascens",0.25,"CAPU","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"CARUD","Carex rupestris var. drummondiana",15,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"CAUN2","Campanula uniflora",5,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"ERSI3","Erigeron simplex",2,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"GERO2","Geum rossii",5,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"KOMY","Kobresia myosuroides",32,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"LEPY2","Lewisia pygmaea",0.25,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"LLSE","Lloydia serotina",16,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"MIOB2","Minuartia obtusiloba",4,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"PEPA3","Pedicularis parryi",2,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"PHPU5","Phlox pulvinata",0.25,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"POVI3","Polygonum viviparum",1,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"SEDES","Selaginella densa var. scopulorum",11,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"SELA","Sedum lanceolatum",3,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"SOSIN","Solidago simplex ssp. simplex var. nana",8,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"TEAC","Tetraneuris acaulis",2,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,1,0,0,0,0,"VIOLET","Viola spp",1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"2BARE","Bare ground",5,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"2LTR","Litter",2,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"ARFEF3","Arenaria fendleri var. fendleri",6,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"CARO2","Campanula rotundifolia",3,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"CARUD","Carex rupestris var. drummondiana",20,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"CAUN2","Campanula uniflora",1,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"FEBR","Festuca brachyphylla",2,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"GERO2","Geum rossii",3,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"KOMY","Kobresia myosuroides",62,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"LLSE","Lloydia serotina",3,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"MELA3","Mertensia lanceolata",3,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"MIOB2","Minuartia obtusiloba",5,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"NOMOM","Noccaea montana var. montana",2,"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"ORALA","Oreoxis alpina ssp. alpina",7,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"POARG","Poa arctica ssp. grayana",1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"PODI2","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"POVI3","Polygonum viviparum",1,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"SEDES","Selaginella densa var. scopulorum",7,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"SOSIN","Solidago simplex ssp. simplex var. nana",3,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"TEAC","Tetraneuris acaulis",1,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-01,4,2,0,0,1,0,"TRSP2","Trisetum spicatum",2,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"2LICHN","Lichen",1,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"2LTR","Litter",4,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"ALGE","Allium geyeri",2,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"ANAL4","Antennaria alpina",2,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"ARFEF3","Arenaria fendleri var. fendleri",5,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"ARSC","Artemisia scopulorum",7,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"CANI2","Carex nigricans",6,"CANI2","Carex nigricans C.A. Mey.","black alpine sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"CAREX","Carex spp unknown",1,"CAREX","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"CARUD","Carex rupestris var. drummondiana",12,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"CAUN2","Campanula uniflora",3,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"CEARS2","Cerastium arvense ssp. strictum",3,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"DECE","Deschampsia caespitosa",1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"FEBR","Festuca brachyphylla",4,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"GERO2","Geum rossii",17,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"KOMY","Kobresia myosuroides",38,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"MIOB2","Minuartia obtusiloba",8,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"POARG","Poa arctica ssp. grayana",6,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"SARH2","Saxifraga rhomboidea",0.25,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"SEDES","Selaginella densa var. scopulorum",5,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"SELA","Sedum lanceolatum",2,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"SOSIN","Solidago simplex ssp. simplex var. nana",8,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"TEAC","Tetraneuris acaulis",13,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,3,0,1,0,0,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"2LTR","Litter",6,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"ALGE","Allium geyeri",7,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"ARFEF3","Arenaria fendleri var. fendleri",6,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"CAPU","Calamagrostis purpurascens",1,"CAPU","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"CARO2","Campanula rotundifolia",4,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"CARUD","Carex rupestris var. drummondiana",11,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"CAUN2","Campanula uniflora",7,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"CEARS2","Cerastium arvense ssp. strictum",1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"DECE","Deschampsia caespitosa",1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"ERSI3","Erigeron simplex",1,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"FEBR","Festuca brachyphylla",2,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"GERO2","Geum rossii",5,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"KOMY","Kobresia myosuroides",60,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"LEPY2","Lewisia pygmaea",1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"LLSE","Lloydia serotina",2,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"MIOB2","Minuartia obtusiloba",5,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"ORALA","Oreoxis alpina ssp. alpina",5,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"PEPA3","Pedicularis parryi",4,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"PHPU5","Phlox pulvinata",0.25,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"POBI6","Polygonum bistortoides",2,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"PRAN","Primula angustifolia",0.25,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"SARH2","Saxifraga rhomboidea",2,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"SEDES","Selaginella densa var. scopulorum",6,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"SELA","Sedum lanceolatum",3,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"SOSIN","Solidago simplex ssp. simplex var. nana",3,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"TRPAP","Trifolium parryi ssp. parryi",0.25,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,4,1,0,0,0,"TRSP2","Trisetum spicatum",2,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"2BARE","Bare ground",3,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"2LTR","Litter",8,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"ALGE","Allium geyeri",4,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"ANSE4","Androsace septentrionalis",1,"ANSE4","Androsace septentrionalis L.","pygmyflower rockjasmine","Dicot","Primulaceae","Primrose family","Annual, Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"ARFEF3","Arenaria fendleri var. fendleri",9,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"ARSC","Artemisia scopulorum",9,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"CAREX","Carex spp unknown",1,"CAREX","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"CARUD","Carex rupestris var. drummondiana",5,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"CAUN2","Campanula uniflora",2,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"CEARS2","Cerastium arvense ssp. strictum",0.25,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"FEBR","Festuca brachyphylla",3,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"GERO2","Geum rossii",17,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"KOMY","Kobresia myosuroides",42,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"LEPY2","Lewisia pygmaea",0.25,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"LLSE","Lloydia serotina",7,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"MIOB2","Minuartia obtusiloba",5,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"POBI6","Polygonum bistortoides",3,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"SEDES","Selaginella densa var. scopulorum",2,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-08-02,4,5,0,1,1,0,"SELA","Sedum lanceolatum",3,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
