"LTER_site","local_site","year","collect_date","plot_num","fert","veg_class","snow","snow_recovery","point","vertical","USDA_Symbol","simple_name","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,85,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,86,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,87,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,88,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,89,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,90,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,91,1,"MIOB2","Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,92,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,92,2,"MIOB2","Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,93,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,94,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,95,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,96,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,97,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,97,2,"STLO2","Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,98,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,99,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",84,"CC","DM",1,1,100,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,1,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,2,1,"2RF","Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,3,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,3,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,4,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,4,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,5,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,6,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,7,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,7,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,8,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,8,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,9,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,10,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,11,1,"ARSC","Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,11,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,12,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,13,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,14,1,"CAOC4","Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,14,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,14,3,"ARSC","Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,15,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,15,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,16,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,17,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,17,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,18,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,19,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,20,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,20,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,21,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,22,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,23,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,23,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,24,1,"ARSC","Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,25,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,26,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,27,1,"POBI6","Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,27,2,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,28,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,29,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,29,2,"CAOC4","Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,30,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,31,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,32,1,"POBI6","Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,33,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,34,1,"MIOB2","Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,35,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,36,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,36,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,37,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,38,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,39,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,39,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,40,1,"NOFEG","Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,41,1,"POBI6","Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,42,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,43,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,43,2,"CAOC4","Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,44,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,45,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,46,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,47,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,48,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,49,1,"MIOB2","Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,50,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,51,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,52,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,53,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,54,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,55,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,56,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,56,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,57,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,58,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,59,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,60,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,60,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,61,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,61,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,62,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,63,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,64,1,"CAOC4","Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,65,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,66,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,67,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,68,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,68,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,69,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,70,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,71,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,72,1,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,73,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,74,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,74,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,75,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,76,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,76,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,77,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,77,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,78,1,"LLSE","Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,79,1,"ARSC","Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,80,1,"ARSC","Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",85,"CC","DM",1,1,80,2,"ERSI3","Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
