"LTER_site","local_site","year","collect_date","plot_num","old_plot_num","veg_class","fert","snow","snow_recovery","group","rep","anpp_g"
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",72,"880","MM","NN",1,0,"Graminoid",1,12.97
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",72,"880","MM","NN",1,0,"Total",1,204.62
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",73,"877","MM","NP",1,0,"Forb",1,43.04
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",73,"877","MM","NP",1,0,"Graminoid",1,160.14
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",73,"877","MM","NP",1,0,"Total",1,203.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",74,"873","MM","NP",1,0,"Forb",1,60.93
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",74,"873","MM","NP",1,0,"Graminoid",1,338.94
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",74,"873","MM","NP",1,0,"Total",1,399.87
"Niwot Ridge LTER","SDL snowfence",2014,NA,75,"871","MM","NP",1,0,"Forb",1,135.9
"Niwot Ridge LTER","SDL snowfence",2014,NA,75,"871","MM","NP",1,0,"Graminoid",1,195.28
"Niwot Ridge LTER","SDL snowfence",2014,NA,75,"871","MM","NP",1,0,"Total",1,331.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",76,"886","MM","NP",1,0,"Forb",1,181.11
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",76,"886","MM","NP",1,0,"Graminoid",1,253.81
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",76,"886","MM","NP",1,0,"Total",1,434.92
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",77,"420","MM","PP",1,0,"Forb",1,159
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",77,"420","MM","PP",1,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",77,"420","MM","PP",1,0,"Total",1,159
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",78,"418","MM","PP",1,0,"Forb",1,119.52
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",78,"418","MM","PP",1,0,"Graminoid",1,120.08
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",78,"418","MM","PP",1,0,"Total",1,239.6
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",79,"872","MM","PP",1,0,"Forb",1,158.91
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",79,"872","MM","PP",1,0,"Graminoid",1,165.27
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-13",79,"872","MM","PP",1,0,"Total",1,324.18
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",80,"881","MM","PP",1,0,"Forb",1,143.5
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",80,"881","MM","PP",1,0,"Graminoid",1,117.15
"Niwot Ridge LTER","SDL snowfence",2014,"2014-08-12",80,"881","MM","PP",1,0,"Total",1,260.65
